"AppName","ResourceGroup","Location","DefaultHost","PublicIP"
"jwt-ec-nprod-tmp","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","jwt-ec-nprod-tmp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-out-worker-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-out-worker-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-worker-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-worker-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-out-rphand-wkr-spt-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-out-rphand-wkr-spt-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-resphandler-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-resphandler-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-proc-S24-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-proc-s24-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-proc-S23-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-proc-s23-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-out-resphandler-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-out-resphandler-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-proc-S12-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-proc-s12-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-proc-S23-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-proc-s23-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-outtranmon-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-outtranmon-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-proc-S15-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-proc-s15-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-out-orch-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-out-orch-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-servicebus-test-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-servicebus-test-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-orch-split-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-orch-split-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-out-orch-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-out-orch-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-inb-proc-S24-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-inb-proc-s24-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-out-worker-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-out-worker-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-orchest-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-orchest-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-proc-S12-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-proc-s12-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-out-resph-split-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-out-resph-split-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-orchestrat-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-orchestrat-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-DLAPIWrapper-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-dlapiwrapper-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"DVProcessing-tests-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","dvprocessing-tests-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-FHIRUpload-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-fhirupload-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-proc-S13-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-proc-s13-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-FHIRUpload-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-fhirupload-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-OAuthAuthent-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-oauthauthent-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-worker-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-worker-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-out-resphandler-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-out-resphandler-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-proc-S13-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-proc-s13-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-SvcAppConf-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-svcappconf-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-splunk-ppd-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-splunk-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-workerrc-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-workerrc-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-proc-S15-qa-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-proc-s15-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-SvcAppConf-np-east","EIS-PREPROD-INT-EAST-TMP-RG","USGov Virginia","va-eis-tmp-in-svcappconf-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"func-vanotify-jwt-preprod-east","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","func-vanotify-jwt-preprod-east.azurewebsites.us","52.227.216.80"
"ssrslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","ssrslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"denialslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","denialslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"schedulejoblob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","schedulejoblob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"intenttofilelob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","intenttofilelob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"claimdocumentslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","claimdocumentslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vbmslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","vbmslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"caddlob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","caddlob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-udo-vanotify-east-preprod","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","va-eis-udo-vanotify-east-preprod.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"ratingslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","ratingslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-vass-schedulerlob-ppd-east","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","va-eis-vass-schedulerlob-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"egainlob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","egainlob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"servicerequestlob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","servicerequestlob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"appealslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","appealslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"usertoollob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","usertoollob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"dependentmaintenancesvc-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","dependentmaintenancesvc-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"contactlob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","contactlob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vbmssvc-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","vbmssvc-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"personsearchlob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","personsearchlob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"peoplelistpayeecodelob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","peoplelistpayeecodelob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vbmsefolderlob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","vbmsefolderlob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"birlslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","birlslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"veteransnapshotlob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","veteransnapshotlob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"letterslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","letterslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"addresslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","addresslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"paymentslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","paymentslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"fnodlob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","fnodlob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"examappointmentslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","examappointmentslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"idprooforchestrationlob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","idprooforchestrationlob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"dependentmaintenancelob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","dependentmaintenancelob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"redirectlob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","redirectlob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"mvilob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","mvilob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"flasheslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","flasheslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"legacypaymentslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","legacypaymentslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"debtinformationlob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","debtinformationlob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"noteslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","noteslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"claimslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","claimslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"claimestablishmentlob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","claimestablishmentlob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"militaryservicelob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","militaryservicelob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vbmsefolderwebservicelob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","vbmsefolderwebservicelob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"awardslob-np-udo","EIS-PREPROD-INT-EAST-UDO-RG","USGov Virginia","awardslob-np-udo.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-vvs-lob-ppd-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-vvs-lob-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-tsl-api-ppd-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-tsl-api-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-out-worker-fre-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-out-worker-fre-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-out-worker-qa-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-out-worker-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-in-working-qa-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-in-working-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-in-working-preprod-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-in-working-preprod-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-in-orchestrator-preprod-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-in-orchestrator-preprod-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-out-orchestrator-ppd-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-out-orchestrator-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-in-working-fre-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-in-working-fre-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-in-orchestrator-fre-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-in-orchestrator-fre-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-out-orchestrator-qa-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-out-orchestrator-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-mvi-lob-ppd-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-mvi-lob-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-cerner-lob-ppd-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-cerner-lob-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-ihs-lob-ppd-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-ihs-lob-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-ihs-ec-ppd-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-ihs-ec-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-vvs-ec-ppd-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-vvs-ec-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-jwt-ec-ppd-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-jwt-ec-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-out-orchestrator-fre-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-out-orchestrator-fre-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-out-worker-preprod-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-out-worker-preprod-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-urs-in-orchestrator-qa-east","EIS-PREPROD-INT-EAST-URS-RG","USGov Virginia","va-eis-tmp-urs-in-orchestrator-qa-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-veis-testapp","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","va-eis-veis-testapp.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"viaemr-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","viaemr-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"whhbgssvc-int-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","whhbgssvc-int-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"trackeditem-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","trackeditem-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vetsapi-np-patsr","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","vetsapi-np-patsr.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"medalliasvc-hotfix-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","medalliasvc-hotfix-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"devnotessvc-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","devnotessvc-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-vaprofile-preprod","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","va-veis-vaprofile-preprod.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"commcarelob-np-patsr","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","commcarelob-np-patsr.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"iam-onboarding-np-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","iam-onboarding-np-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"patsrattachmentssvc-preprod-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","patsrattachmentssvc-preprod-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"ebenefitsbnftclaimstatusservice-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","ebenefitsbnftclaimstatusservice-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"iam-ssoe-ppd-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","iam-ssoe-ppd-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"cpeForeignmedicalprogramadapterservicev3-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","cpeforeignmedicalprogramadapterservicev3-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-documentconversion-ppd","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","va-veis-documentconversion-ppd.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"claimmgtsvc-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","claimmgtsvc-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"veteransvc-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","veteransvc-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vaprofile-np","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","vaprofile-np.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"patsrattachmentssvc-qa-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","patsrattachmentssvc-qa-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-contentionservice-ppd","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","va-veis-contentionservice-ppd.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"ddeftsvc-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","ddeftsvc-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"fihrlob-np-patsr","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","fihrlob-np-patsr.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"benefiteducationsvc-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","benefiteducationsvc-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vethome-hdrcerner-lob-preprod","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","vethome-hdrcerner-lob-preprod.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"patsrattachmentssvc-int-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","patsrattachmentssvc-int-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"benefitclaimsvc-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","benefitclaimsvc-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-paymenthistoryservice-ppd-east","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","va-veis-paymenthistoryservice-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-msp-wrapla-ppd-east","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","va-eis-msp-wrapla-ppd-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"fmcsvc-mules-ppd-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","fmcsvc-mules-ppd-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"claimadapterservicev3-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","claimadapterservicev3-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"medalliasvc-preprod-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","medalliasvc-preprod-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vccm-qa-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","vccm-qa-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"integration-qa-vass-east","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","integration-qa-vass-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"mvisvc-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","mvisvc-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"veispresentation-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","veispresentation-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"personsvc-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","personsvc-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"cpeaccountadapterservicev3-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","cpeaccountadapterservicev3-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"intenttofilesvc-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","intenttofilesvc-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-usermngm-nprod-east","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","va-veis-usermngm-nprod-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-claimevidence-ppd","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","va-veis-claimevidence-ppd.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-eis-tmp-in-resphandler-np-east","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","va-eis-tmp-in-resphandler-np-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"pcmmservice-nprod","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","pcmmservice-nprod.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"cpeeligibilityadaptersvcv3-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","cpeeligibilityadaptersvcv3-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"patsrattachmentssvc-hotfix-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","patsrattachmentssvc-hotfix-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-presentationservice-preprod-east","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","va-veis-presentationservice-preprod-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"vaprofile-qa","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","vaprofile-qa.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-benefitclaimservice-ppd","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","va-veis-benefitclaimservice-ppd.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"va-veis-usermngmgrps-nprod-east","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","va-veis-usermngmgrps-nprod-east.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
"pathwayssvc-veis","EIS-PREPROD-INT-EAST-VEIS-RG","USGov Virginia","pathwayssvc-veis.eispreprodeastase.appserviceenvironment.us","10.125.24.132"
